id,sentence
185810,oraec345-6
10110,oraec345-6
91900,oraec345-6
78470,oraec345-6
10110,oraec345-6
172360,oraec345-6
851621,oraec345-6
26870,oraec345-6
10110,oraec345-6
179980,oraec345-6
23530,oraec345-6
90260,oraec345-6
64360,oraec345-6
67930,oraec345-6
179980,oraec345-6
26870,oraec345-6
400008,oraec345-6
711665,oraec345-6
64360,oraec345-6
59790,oraec345-6
64360,oraec345-6
96390,oraec345-6
600070,oraec345-6
113560,oraec345-12
26870,oraec345-12
10110,oraec345-12
179980,oraec345-12
59920,oraec345-12
851449,oraec345-12
10110,oraec345-12
26870,oraec345-12
10110,oraec345-12
64360,oraec345-12
38530,oraec345-12
52090,oraec345-12
851676,oraec345-12
91900,oraec345-12
23530,oraec345-12
90260,oraec345-12
91900,oraec345-12
142410,oraec345-12
91900,oraec345-12
137940,oraec345-12
23290,oraec345-12
850787,oraec345-12
88060,oraec345-12
400330,oraec345-12
38530,oraec345-12
181401,oraec345-12
