id,sentence
131460,oraec3888-2
10030,oraec3888-2
91900,oraec3888-2
180820,oraec3888-2
174260,oraec17-65
10050,oraec17-65
32550,oraec17-65
10050,oraec17-65
10050,oraec17-65
850806,oraec17-65
400118,oraec17-65
10050,oraec17-65
34360,oraec17-65
124950,oraec17-65
10050,oraec17-65
174260,oraec91-73
10050,oraec91-73
32550,oraec91-73
91900,oraec91-73
850806,oraec91-73
400118,oraec91-73
10050,oraec91-73
34360,oraec91-73
91900,oraec91-73
124950,oraec91-73
41180,oraec751-12
107520,oraec751-12
81650,oraec751-12
10050,oraec751-12
64360,oraec751-12
44360,oraec751-12
157160,oraec751-12
10050,oraec751-12
129490,oraec751-12
64360,oraec751-12
34360,oraec751-12
10050,oraec751-12
84500,oraec751-12
107520,oraec751-12
10050,oraec751-12
64360,oraec751-12
55230,oraec751-12
64360,oraec751-12
854540,oraec751-12
119050,oraec751-12
850787,oraec751-12
107920,oraec751-12
185810,oraec751-12
21930,oraec751-12
78870,oraec751-12
21930,oraec751-12
81660,oraec751-12
30740,oraec1410-3
851517,oraec1410-3
550021,oraec1410-3
10030,oraec1410-3
78030,oraec1410-3
167730,oraec1410-3
550016,oraec1410-3
851809,oraec1410-3
10030,oraec1410-3
117500,oraec1410-3
850787,oraec1410-3
125010,oraec1410-3
107520,oraec1410-3
113560,oraec1410-3
104730,oraec1410-3
107520,oraec1410-3
851446,oraec1410-3
133240,oraec1410-3
850800,oraec1410-3
550046,oraec1410-3
10090,oraec1410-3
62290,oraec1410-3
174260,oraec34-72
10050,oraec34-72
32550,oraec34-72
10050,oraec34-72
10050,oraec34-72
55130,oraec34-72
400118,oraec34-72
170100,oraec34-72
34360,oraec34-72
10050,oraec34-72
91900,oraec34-72
124950,oraec34-72
174260,oraec111-44
10050,oraec111-44
32550,oraec111-44
10050,oraec111-44
10050,oraec111-44
850806,oraec111-44
400118,oraec111-44
10050,oraec111-44
10110,oraec1288-5
91900,oraec1288-5
114450,oraec1288-5
72470,oraec496-8
10050,oraec496-8
5,oraec496-8
850787,oraec496-8
91900,oraec496-8
99060,oraec496-8
850787,oraec496-8
30360,oraec496-8
400889,oraec712-13
853772,oraec712-13
853550,oraec712-13
149130,oraec712-13
62890,oraec712-13
121500,oraec712-13
134370,oraec712-13
47280,oraec712-13
10100,oraec712-13
112200,oraec712-13
107520,oraec712-13
137250,oraec712-13
10100,oraec712-13
41180,oraec712-13
64371,oraec712-13
10100,oraec712-13
850796,oraec712-13
88300,oraec712-13
850787,oraec712-13
150140,oraec712-13
851809,oraec712-13
10100,oraec712-13
64360,oraec712-13
854578,oraec712-13
46050,oraec712-13
90390,oraec795-1
851809,oraec795-1
64360,oraec795-1
34360,oraec795-1
10060,oraec795-1
63310,oraec795-1
850796,oraec795-1
71660,oraec795-1
854878,oraec795-1
148620,oraec795-1
851809,oraec795-1
169650,oraec795-1
10050,oraec795-1
91900,oraec795-1
851711,oraec795-1
23290,oraec795-1
10050,oraec795-1
850806,oraec795-1
854535,oraec795-1
34360,oraec795-1
10050,oraec795-1
64360,oraec795-1
854573,oraec795-1
81660,oraec795-1
852386,oraec908-2
853772,oraec908-2
69950,oraec908-2
104440,oraec908-2
851203,oraec920-11
132830,oraec920-11
850794,oraec920-11
10050,oraec920-11
91900,oraec920-11
179330,oraec920-11
10050,oraec920-11
21881,oraec920-11
10050,oraec920-11
854514,oraec920-11
91900,oraec920-11
10050,oraec920-11
851203,oraec920-12
854519,oraec920-12
64360,oraec920-12
107520,oraec920-12
184630,oraec920-12
851203,oraec920-16
854531,oraec920-16
91900,oraec920-16
107520,oraec920-16
851173,oraec920-16
63460,oraec9-459
10110,oraec9-459
851182,oraec9-459
91900,oraec9-459
170080,oraec9-459
63460,oraec9-459
10110,oraec9-459
851182,oraec9-459
91900,oraec9-459
170080,oraec9-459
21881,oraec98-47
10050,oraec98-47
107520,oraec98-47
64360,oraec98-47
96600,oraec98-47
10050,oraec98-47
119600,oraec607-19
550021,oraec607-19
10100,oraec607-19
860259,oraec607-19
107520,oraec607-19
10100,oraec607-19
175840,oraec607-19
854542,oraec607-19
850814,oraec607-19
851200,oraec821-4
850796,oraec821-4
111800,oraec821-4
851200,oraec337-10
850796,oraec337-10
111800,oraec337-10
125010,oraec56-111
21881,oraec56-111
55130,oraec56-111
139410,oraec56-111
10050,oraec56-111
91900,oraec56-111
178000,oraec56-111
851809,oraec56-111
851902,oraec56-111
91900,oraec56-111
94530,oraec56-111
96290,oraec56-111
854522,oraec273-3
10120,oraec273-3
142250,oraec273-3
53640,oraec273-3
28380,oraec273-3
106350,oraec273-3
90260,oraec273-3
174260,oraec273-3
73500,oraec273-3
81740,oraec273-3
27840,oraec273-3
106350,oraec273-3
112440,oraec273-3
180830,oraec273-3
44230,oraec273-3
107520,oraec273-3
854577,oraec273-3
850787,oraec273-3
32820,oraec273-3
10090,oraec273-3
851961,oraec273-3
858535,oraec273-3
90260,oraec273-3
108270,oraec273-3
10090,oraec273-3
47650,oraec273-3
64360,oraec273-3
44070,oraec273-3
550229,oraec273-3
64360,oraec273-3
854540,oraec273-3
147270,oraec273-3
69040,oraec273-3
850787,oraec273-3
400334,oraec273-3
850787,oraec273-3
116300,oraec273-3
106350,oraec273-3
81740,oraec273-3
31010,oraec273-3
69030,oraec273-3
64360,oraec273-3
227,oraec273-3
850787,oraec273-3
58710,oraec273-3
400109,oraec273-3
72050,oraec273-3
123760,oraec273-3
