id,sentence
89590,oraec1431-11
157080,oraec2967-5
851426,oraec139-19
860207,oraec139-19
136190,oraec139-19
78870,oraec139-19
800001,oraec139-19
176800,oraec270-35
10050,oraec270-35
854577,oraec270-35
10050,oraec270-35
107520,oraec270-35
49650,oraec270-35
10050,oraec270-35
21881,oraec270-35
49650,oraec270-35
800001,oraec270-35
107520,oraec270-35
76890,oraec270-35
10050,oraec270-35
64360,oraec270-35
94700,oraec270-35
10050,oraec270-35
851517,oraec270-35
850787,oraec270-35
857980,oraec270-35
176800,oraec270-35
10050,oraec270-35
854577,oraec270-35
850787,oraec270-35
104000,oraec270-35
64360,oraec270-35
10050,oraec270-35
99060,oraec270-35
851517,oraec270-35
850787,oraec270-35
89590,oraec270-35
66270,oraec3733-1
35870,oraec3733-1
114300,oraec3733-1
26660,oraec3733-1
80830,oraec3733-1
176800,oraec157-35
10050,oraec157-35
854577,oraec157-35
10050,oraec157-35
107520,oraec157-35
49650,oraec157-35
10050,oraec157-35
21881,oraec157-35
49650,oraec157-35
10050,oraec157-35
107520,oraec157-35
76890,oraec157-35
10050,oraec157-35
64360,oraec157-35
94700,oraec157-35
10050,oraec157-35
851517,oraec157-35
850787,oraec157-35
857980,oraec157-35
176800,oraec157-35
450656,oraec157-35
59920,oraec157-35
854577,oraec157-35
850787,oraec157-35
104000,oraec157-35
64360,oraec157-35
10050,oraec157-35
99060,oraec157-35
851517,oraec157-35
850787,oraec157-35
89590,oraec157-35
851426,oraec226-22
860207,oraec226-22
136190,oraec226-22
78870,oraec226-22
450656,oraec226-22
66260,oraec11831-1
142780,oraec352-7
152310,oraec352-7
10050,oraec352-7
131530,oraec352-7
290,oraec352-7
58380,oraec352-7
10050,oraec352-7
78870,oraec352-7
152310,oraec352-7
104690,oraec352-7
10050,oraec352-7
10050,oraec352-7
116800,oraec352-7
10050,oraec352-7
10030,oraec1405-76
78870,oraec1405-76
10110,oraec1405-76
116800,oraec1405-76
10110,oraec1405-76
64360,oraec1405-76
42380,oraec1405-76
10100,oraec1405-76
33530,oraec56-127
104690,oraec56-127
10050,oraec56-127
853890,oraec56-127
600072,oraec56-127
10050,oraec56-127
21881,oraec56-127
170100,oraec56-127
851454,oraec56-127
10050,oraec56-127
91900,oraec56-127
10050,oraec56-127
91900,oraec56-127
86430,oraec56-127
851446,oraec56-127
89850,oraec56-127
64360,oraec56-127
60220,oraec56-127
10050,oraec56-127
21881,oraec56-127
10110,oraec56-127
21140,oraec56-127
859134,oraec56-127
851809,oraec56-127
10030,oraec56-127
30740,oraec56-127
851961,oraec74-20
50940,oraec74-20
20390,oraec74-20
10110,oraec74-20
78870,oraec74-20
851173,oraec74-20
46050,oraec15-79
10050,oraec15-79
107520,oraec15-79
854548,oraec15-79
64360,oraec15-79
38560,oraec15-79
850787,oraec15-79
42100,oraec15-79
21881,oraec15-79
10050,oraec15-79
64360,oraec15-79
53300,oraec15-79
850787,oraec15-79
850333,oraec15-79
600092,oraec15-134
113560,oraec15-134
10050,oraec15-134
78030,oraec15-134
10050,oraec15-134
91900,oraec15-134
10110,oraec15-134
600030,oraec15-134
10110,oraec15-134
83950,oraec15-134
64360,oraec15-134
50460,oraec15-134
10110,oraec15-134
851961,oraec273-24
400960,oraec273-24
851961,oraec1554-19
129490,oraec1554-19
