id,sentence
851711,oraec1733-4
10050,oraec1733-4
850238,oraec1733-4
168810,oraec1733-4
110300,oraec1733-4
162930,oraec1733-4
107,oraec1733-4
156950,oraec1733-4
71170,oraec1733-4
138670,oraec1733-4
72840,oraec1733-4
30750,oraec1733-4
81660,oraec1733-4
78870,oraec1733-4
162870,oraec1733-4
850787,oraec1733-4
400101,oraec1733-4
850787,oraec1733-4
123930,oraec1733-4
10050,oraec1733-4
850787,oraec1733-4
73130,oraec1733-4
10050,oraec1733-4
37440,oraec1733-4
850787,oraec1733-4
600105,oraec1733-4
26870,oraec136-1
64360,oraec136-1
851622,oraec136-1
99790,oraec136-1
102190,oraec136-1
183870,oraec136-1
186050,oraec136-1
851517,oraec786-2
47280,oraec786-2
59920,oraec786-2
550034,oraec786-2
10030,oraec786-2
151300,oraec786-2
550034,oraec786-2
52330,oraec786-2
