id,sentence
66270,oraec1963-1
854548,oraec1963-1
107,oraec1963-1
64360,oraec1963-1
66270,oraec3795-2
10100,oraec3795-2
30750,oraec3795-2
81660,oraec3795-2
550034,oraec3795-2
89850,oraec3795-2
64360,oraec3795-2
132750,oraec2870-4
64360,oraec2870-4
60920,oraec2911-2
64360,oraec2911-2
61380,oraec2911-2
854557,oraec2911-2
66270,oraec11917-1
854548,oraec11917-1
107,oraec11917-1
60920,oraec558-13
64360,oraec558-13
92210,oraec558-13
92430,oraec558-13
26660,oraec558-13
85020,oraec558-13
850800,oraec558-13
163020,oraec558-13
10100,oraec558-13
60920,oraec558-15
64360,oraec558-15
851711,oraec1712-3
10110,oraec1712-3
154340,oraec1712-3
22210,oraec1712-3
850009,oraec1712-3
60920,oraec1712-3
64360,oraec1712-3
132750,oraec7078-1
64360,oraec7078-1
60920,oraec3816-10
64360,oraec3816-10
851711,oraec5437-7
160330,oraec5437-7
60920,oraec1099-2
70360,oraec1099-2
91900,oraec1099-2
108960,oraec1099-2
65300,oraec1099-2
46050,oraec1099-2
64360,oraec1099-2
60920,oraec6099-1
70360,oraec6099-1
64360,oraec6099-1
851706,oraec5436-8
160330,oraec5436-8
550025,oraec2137-10
851517,oraec2137-10
78870,oraec2137-10
81650,oraec2137-10
400004,oraec2137-10
107520,oraec2137-10
550018,oraec2137-10
850806,oraec2137-10
167210,oraec2137-10
852471,oraec2137-10
854539,oraec2137-10
107520,oraec2137-10
550018,oraec2137-10
851446,oraec2137-10
96011,oraec2137-10
851449,oraec2137-10
550411,oraec2137-10
34790,oraec2137-10
90020,oraec2-171
851517,oraec2-171
89850,oraec2-171
64360,oraec2-171
145120,oraec2-171
10050,oraec2-171
64360,oraec2-171
92870,oraec2-171
81660,oraec2-171
550077,oraec2-171
81,oraec2-171
91900,oraec2-171
40111,oraec2-193
150010,oraec2-193
10090,oraec2-193
127770,oraec2-193
64360,oraec2-193
850800,oraec2-193
10050,oraec2-193
130430,oraec2-193
10090,oraec2-193
129490,oraec2-193
64360,oraec2-193
67930,oraec2-193
32820,oraec2-193
851173,oraec2-193
550034,oraec2-193
129490,oraec2-193
64360,oraec2-193
854529,oraec2-193
10050,oraec2-193
91900,oraec2-193
60920,oraec9187-1
64360,oraec9187-1
91900,oraec9187-1
