id,sentence
27940,oraec239-25
850787,oraec239-25
90260,oraec239-25
81660,oraec239-25
108280,oraec239-25
81650,oraec239-25
10050,oraec239-25
72470,oraec239-25
129490,oraec239-25
77030,oraec239-25
38540,oraec239-25
10050,oraec239-25
150510,oraec239-25
155900,oraec239-25
850794,oraec239-25
168810,oraec239-25
850794,oraec239-25
110300,oraec239-25
64360,oraec239-25
37,oraec239-25
10050,oraec239-25
64360,oraec239-25
107520,oraec239-25
66270,oraec239-25
10050,oraec239-25
180220,oraec239-25
64360,oraec239-25
851809,oraec239-25
25090,oraec239-25
400363,oraec239-25
