id,sentence
24070,oraec1656-13
30750,oraec1656-13
26660,oraec1656-13
161940,oraec4696-2
64360,oraec4696-2
500066,oraec4696-2
20480,oraec4696-2
400458,oraec4696-2
450161,oraec4696-2
95740,oraec4696-2
709968,oraec4696-2
104730,oraec4696-2
10050,oraec4696-2
95750,oraec4696-2
703467,oraec4696-2
95740,oraec4696-2
400013,oraec4696-2
800075,oraec4696-2
707691,oraec4696-2
124270,oraec5235-3
709340,oraec11355-3
450295,oraec247-31
550338,oraec380-2
450295,oraec380-2
104990,oraec380-9
709549,oraec380-9
104990,oraec380-9
707119,oraec380-9
104990,oraec380-9
450428,oraec380-9
704333,oraec380-9
104990,oraec380-9
122810,oraec380-9
709189,oraec380-9
104990,oraec380-9
450426,oraec380-9
200007,oraec380-9
104990,oraec380-9
450426,oraec380-9
701912,oraec380-9
104990,oraec380-9
25740,oraec380-9
450022,oraec380-9
104990,oraec380-9
25740,oraec380-9
450112,oraec380-9
450295,oraec380-9
450295,oraec380-10
104990,oraec955-2
450295,oraec955-2
550338,oraec1184-15
450295,oraec1184-15
450295,oraec2247-6
400013,oraec4784-2
850600,oraec4784-2
144500,oraec4784-2
185810,oraec4784-2
78870,oraec4784-2
10050,oraec4784-2
712956,oraec4784-2
550107,oraec6213-1
62900,oraec796-34
10030,oraec796-34
851623,oraec796-34
185810,oraec796-34
851446,oraec796-34
78870,oraec796-34
600193,oraec796-34
64360,oraec796-34
133440,oraec796-34
