id,sentence
64440,oraec75-24
10130,oraec75-24
52840,oraec75-24
10030,oraec75-24
107520,oraec75-24
172920,oraec75-24
10030,oraec75-24
850806,oraec75-24
150560,oraec75-24
10030,oraec75-24
78870,oraec75-24
10050,oraec75-24
107520,oraec75-24
854555,oraec75-24
10030,oraec75-24
91900,oraec75-24
69310,oraec75-24
850806,oraec75-24
21930,oraec75-24
10030,oraec75-24
78870,oraec75-24
10050,oraec75-24
107520,oraec75-24
113560,oraec75-24
10030,oraec75-24
107520,oraec75-24
113020,oraec75-24
91900,oraec75-24
10030,oraec75-24
46050,oraec67-120
10090,oraec67-120
65300,oraec67-120
49460,oraec67-120
107520,oraec67-120
52840,oraec67-120
116800,oraec67-120
10050,oraec67-120
21881,oraec114-126
10090,oraec114-126
65300,oraec114-126
49460,oraec114-126
107520,oraec114-126
52840,oraec114-126
850787,oraec114-126
116800,oraec114-126
10050,oraec114-126
184810,oraec114-282
173680,oraec114-282
851517,oraec114-282
24640,oraec114-282
854522,oraec985-3
107510,oraec985-3
850787,oraec985-3
21780,oraec985-3
10110,oraec985-3
851263,oraec985-3
26870,oraec985-3
78870,oraec985-3
10110,oraec985-3
854534,oraec985-3
58710,oraec985-3
854573,oraec985-3
78870,oraec985-3
10110,oraec985-3
116800,oraec985-3
10110,oraec985-3
64360,oraec985-3
88280,oraec985-3
47270,oraec985-3
60920,oraec985-3
64360,oraec985-3
92560,oraec985-3
10100,oraec985-3
500002,oraec161-124
88240,oraec161-124
851517,oraec161-124
25760,oraec161-124
49460,oraec161-124
107520,oraec161-124
52840,oraec161-124
850787,oraec161-124
116800,oraec161-124
10050,oraec161-124
