id,sentence
55150,oraec541-94
49461,oraec541-94
66750,oraec541-94
44430,oraec58-220
10050,oraec58-220
129490,oraec58-220
64360,oraec58-220
69000,oraec58-220
175090,oraec58-220
64360,oraec58-220
175160,oraec58-220
850787,oraec58-220
112540,oraec58-220
88060,oraec40-48
33040,oraec40-48
72470,oraec40-48
185290,oraec40-48
851249,oraec40-48
851446,oraec40-48
33080,oraec40-48
141250,oraec40-48
168970,oraec40-48
64360,oraec40-48
22570,oraec40-48
10050,oraec40-48
851446,oraec40-48
501077,oraec40-48
107520,oraec40-48
70002,oraec40-48
91900,oraec40-48
79010,oraec40-48
47420,oraec40-48
69170,oraec40-48
141250,oraec40-48
107510,oraec40-48
171460,oraec40-48
38530,oraec40-48
851676,oraec40-48
95000,oraec40-48
854546,oraec74-99
10030,oraec74-99
21881,oraec74-99
10030,oraec74-99
52090,oraec74-99
107520,oraec74-99
10050,oraec74-99
27940,oraec3346-6
107500,oraec3346-6
851522,oraec3346-6
850787,oraec3346-6
164510,oraec3346-6
22460,oraec3346-6
180850,oraec3346-6
33560,oraec3346-6
600343,oraec3346-6
22030,oraec3346-6
854565,oraec3346-6
10050,oraec3346-6
400031,oraec3346-6
184630,oraec3346-6
10050,oraec3346-6
91900,oraec3346-6
116800,oraec3346-6
10050,oraec3346-6
91140,oraec3346-6
854497,oraec3346-6
69040,oraec3346-6
10050,oraec3346-6
854530,oraec3346-6
116800,oraec3346-6
10050,oraec3346-6
180130,oraec3346-6
35990,oraec3346-6
850787,oraec4-96
25130,oraec4-96
10050,oraec4-96
31130,oraec4-204
400015,oraec4-204
64360,oraec4-204
46390,oraec4-204
64360,oraec4-204
24750,oraec4-204
179040,oraec4-204
10050,oraec4-204
64360,oraec4-204
108670,oraec4-204
64360,oraec4-204
500005,oraec4-204
107520,oraec4-204
10100,oraec4-204
33370,oraec4-303
200,oraec4-307
