id,sentence
171640,oraec286-11
176680,oraec286-11
112710,oraec191-51
850814,oraec191-51
862952,oraec191-51
850814,oraec191-51
139140,oraec191-51
850833,oraec191-51
850814,oraec191-51
79960,oraec191-51
41980,oraec191-51
850814,oraec191-51
139140,oraec191-51
72840,oraec191-51
850814,oraec191-51
139140,oraec191-51
850814,oraec191-51
55930,oraec191-51
450154,oraec191-51
850814,oraec191-51
138670,oraec191-51
850814,oraec191-51
62440,oraec191-51
850814,oraec191-51
23780,oraec191-51
850814,oraec191-51
