400015,0
10030,1
42370,1
10010,1
10050,1
10060,1
10070,1
10080,1
10090,1
10100,1
136620,1
851173,1
851657,1
10110,1
851169,1
170100,1
10120,1
10130,1
175720,1
850814,1
850815,1
854766,1
94,1
103,1
856515,1
233,1
236,1
212,1
856863,1
271,1
307,1
308,1
855046,1
356,1
2,1
3,1
5,1
6,1
400588,1
39,1
42,1
46,1
49,1
72,1
79,1
84,1
67,1
73,1
89,1
93,1
853329,1
107,1
128,1
144,1
858930,1
191,1
200,1
203,1
600475,1
253,1
216,1
217,1
220,1
221,1
223,1
227,1
237,1
852800,1
851550,1
851594,1
269,1
289,1
290,1
314,1
850151,1
321,1
326,1
353,1
20130,1
856243,1
20210,1
500479,1
550393,1
20930,1
21030,1
21330,1
400243,1
850333,1
21980,1
851605,1
22100,1
23080,1
22850,1
859332,1
858994,1
500656,1
24750,1
26060,1
26120,1
857558,1
400161,1
600435,1
859740,1
860149,1
500004,1
600285,1
400835,1
856866,1
856874,1
400838,1
26850,1
400804,1
860151,1
400012,1
600456,1
27360,1
28080,1
863066,1
30130,1
712410,1
30880,1
500410,1
30890,1
600070,1
32770,1
874904,1
33040,1
859594,1
33030,1
850317,1
874907,1
20030,1
500024,1
20060,1
20360,1
600170,1
20090,1
20100,1
20120,1
20270,1
20410,1
20380,1
20430,1
400754,1
20610,1
854362,1
20550,1
20560,1
20570,1
871208,1
20590,1
24820,1
20750,1
20850,1
20880,1
854996,1
854195,1
854196,1
20870,1
20990,1
21070,1
21080,1
21360,1
450319,1
21550,1
21670,1
21750,1
850186,1
21770,1
21780,1
21810,1
21881,1
21940,1
21960,1
22030,1
860076,1
550302,1
22160,1
22270,1
22320,1
21930,1
856211,1
22460,1
22420,1
22520,1
22610,1
22890,1
851542,1
22930,1
23000,1
23220,1
23290,1
23340,1
23360,1
23780,1
24070,1
24120,1
854318,1
500484,1
24430,1
851263,1
850009,1
24560,1
850571,1
24640,1
25120,1
25130,1
500925,1
859573,1
856288,1
25250,1
859407,1
25310,1
25320,1
25330,1
25350,1
25410,1
25420,1
25230,1
25540,1
72180,1
400013,1
855668,1
550317,1
859830,1
600278,1
400043,1
400045,1
400197,1
861004,1
859536,1
25620,1
25730,1
859707,1
25750,1
25760,1
25830,1
858534,1
25860,1
500103,1
854489,1
25400,1
24770,1
25060,1
25090,1
25170,1
851706,1
26030,1
26040,1
500080,1
26300,1
26140,1
26150,1
26151,1
871211,1
26220,1
26180,1
860061,1
26410,1
860875,1
26660,1
26740,1
851426,1
27040,1
27050,1
550032,1
851785,1
26870,1
27180,1
27350,1
27420,1
650034,1
27700,1
27710,1
27800,1
27840,1
27940,1
90020,1
90090,1
90120,1
28030,1
28170,1
851427,1
28510,1
851428,1
28730,1
94060,1
29480,1
94070,1
29610,1
500286,1
853686,1
28250,1
28290,1
28580,1
28410,1
855385,1
854440,1
860062,1
860078,1
855567,1
851809,1
29740,1
29840,1
854491,1
30170,1
30360,1
30410,1
851504,1
30730,1
30750,1
99003,1
30920,1
30960,1
31010,1
31040,1
31060,1
31080,1
31500,1
31510,1
31540,1
31770,1
31130,1
31330,1
854767,1
31390,1
851438,1
851440,1
32140,1
32160,1
32240,1
400076,1
32830,1
32820,1
859590,1
32860,1
851350,1
861202,1
32930,1
33080,1
33090,1
33100,1
33120,1
33370,1
33290,1
33330,1
854800,1
33530,1
33560,1
500032,1
33830,1
854494,1
34030,1
858736,1
34150,1
34240,1
858774,1
854801,1
24730,1
600235,1
550326,1
400834,1
35360,1
400035,1
711109,1
70026,1
40880,1
34360,1
854495,1
34760,1
34770,1
34810,1
450158,1
851497,1
34850,1
34880,1
550354,1
852060,1
858958,1
860059,1
34750,1
35330,1
35400,1
34370,1
35680,1
35870,1
35990,1
850342,1
852830,1
36010,1
35960,1
854497,1
36140,1
36210,1
36250,1
36300,1
36740,1
36750,1
36800,1
36480,1
854498,1
36930,1
36990,1
37000,1
37090,1
37500,1
37680,1
38020,1
38050,1
400159,1
38130,1
38070,1
38040,1
38530,1
38540,1
38590,1
38610,1
400614,1
38910,1
38780,1
38830,1
400004,1
550035,1
550118,1
858591,1
859294,1
401174,1
38980,1
39010,1
39090,1
39100,1
854281,1
39570,1
39650,1
39740,1
39850,1
39920,1
39930,1
851563,1
851887,1
40360,1
40380,1
40410,1
40420,1
40480,1
40111,1
40610,1
852963,1
40840,1
40890,1
40900,1
41010,1
41011,1
41050,1
853716,1
41180,1
41470,1
400768,1
41310,1
41360,1
41960,1
41980,1
400268,1
42750,1
550318,1
400552,1
43350,1
859657,1
859333,1
43760,1
43770,1
400727,1
500879,1
45580,1
860891,1
45600,1
800001,1
46390,1
850648,1
851633,1
47090,1
47100,1
855586,1
860843,1
47450,1
859290,1
859118,1
854319,1
850974,1
400725,1
400505,1
400871,1
400872,1
49460,1
49461,1
500722,1
852828,1
854300,1
500288,1
500765,1
854867,1
600571,1
859120,1
600505,1
859330,1
860907,1
400879,1
859119,1
859291,1
859808,1
854913,1
42360,1
42650,1
42490,1
42550,1
43010,1
854332,1
43260,1
43290,1
43300,1
860084,1
43420,1
43560,1
43580,1
43620,1
600304,1
43820,1
44000,1
44020,1
44070,1
852968,1
44110,1
400101,1
44150,1
600041,1
600043,1
44230,1
600042,1
852058,1
400114,1
44430,1
44440,1
44450,1
44460,1
44480,1
44540,1
44570,1
44640,1
44680,1
44740,1
44750,1
44770,1
44890,1
44930,1
854500,1
45160,1
45270,1
45370,1
854501,1
45530,1
45540,1
853821,1
45640,1
45750,1
45760,1
858734,1
400442,1
858735,1
851443,1
45820,1
45990,1
46060,1
550129,1
650007,1
851621,1
46200,1
46420,1
46710,1
46770,1
600035,1
46800,1
852396,1
46050,1
46830,1
550416,1
46920,1
47220,1
47271,1
47280,1
47290,1
47300,1
47320,1
450161,1
47420,1
850409,1
47550,1
858821,1
859584,1
47640,1
854682,1
47270,1
47920,1
48030,1
854707,1
854708,1
48130,1
48240,1
48260,1
48310,1
857148,1
48440,1
858837,1
48990,1
49010,1
49060,1
49090,1
49100,1
49200,1
49280,1
49520,1
49590,1
49610,1
500010,1
49650,1
49660,1
49740,1
49800,1
49870,1
50340,1
851721,1
51280,1
51330,1
854503,1
855519,1
51620,1
854506,1
854504,1
51900,1
51970,1
51980,1
52040,1
52070,1
52090,1
52100,1
52130,1
52140,1
52300,1
52360,1
450629,1
52800,1
500167,1
500168,1
53500,1
850448,1
860150,1
860152,1
600191,1
55590,1
56180,1
56970,1
850566,1
854681,1
52840,1
854507,1
53300,1
850437,1
851626,1
52960,1
53580,1
53720,1
53730,1
53800,1
53830,1
53890,1
53860,1
550024,1
53980,1
54200,1
54210,1
54220,1
54240,1
853220,1
54290,1
54320,1
54460,1
54480,1
54390,1
54450,1
54470,1
54650,1
54680,1
865376,1
500991,1
54900,1
54950,1
54990,1
55060,1
55080,1
55110,1
55130,1
55150,1
600038,1
55210,1
55220,1
55330,1
550424,1
55340,1
55500,1
55980,1
55650,1
55890,1
56530,1
56560,1
56830,1
56890,1
852849,1
400311,1
856590,1
57600,1
57640,1
57820,1
57830,1
58000,1
58130,1
854510,1
58430,1
58470,1
858817,1
858818,1
400840,1
858740,1
858819,1
59210,1
58670,1
59790,1
400313,1
859803,1
60510,1
852416,1
858656,1
863525,1
852596,1
854691,1
860148,1
550322,1
62500,1
500407,1
62980,1
860146,1
400612,1
400616,1
853038,1
853581,1
58710,1
851446,1
58870,1
550051,1
858737,1
701060,1
851661,1
59030,1
550021,1
58780,1
58820,1
500060,1
861271,1
59310,1
59330,1
850565,1
851520,1
59610,1
851517,1
851522,1
59880,1
852402,1
59890,1
851258,1
59920,1
60020,1
59960,1
60190,1
60220,1
61140,1
61210,1
60300,1
60310,1
859265,1
850238,1
60430,1
550421,1
860081,1
859428,1
60920,1
61370,1
61490,1
61400,1
61590,1
61620,1
61730,1
61900,1
61950,1
61960,1
61970,1
62200,1
62220,1
62180,1
62280,1
62340,1
500184,1
62400,1
62420,1
62430,1
853717,1
850569,1
62890,1
62900,1
62910,1
63120,1
63250,1
852262,1
63490,1
63640,1
63460,1
63920,1
63970,1
64010,1
64260,1
856317,1
66250,1
800037,1
701738,1
66630,1
66640,1
66650,1
861005,1
853658,1
67110,1
69030,1
701894,1
600269,1
500079,1
854789,1
860890,1
70010,1
856306,1
861006,1
70530,1
401130,1
71660,1
400020,1
853119,1
400309,1
600373,1
400844,1
600382,1
400310,1
401175,1
72050,1
72220,1
600216,1
500391,1
73940,1
73650,1
850485,1
75690,1
75730,1
400878,1
857321,1
860209,1
860208,1
64360,1
64380,1
64410,1
64440,1
600050,1
851449,1
852334,1
64700,1
64750,1
851452,1
64371,1
64830,1
64850,1
64970,1
600585,1
65060,1
500039,1
500049,1
851872,1
65170,1
65190,1
500371,1
862803,1
500089,1
65280,1
65300,1
65370,1
650025,1
65480,1
851454,1
65700,1
65770,1
857314,1
600056,1
855159,1
66090,1
66270,1
66280,1
66460,1
66510,1
854512,1
66790,1
96860,1
500390,1
66620,1
400178,1
500312,1
66730,1
66740,1
66750,1
853757,1
66150,1
66820,1
66850,1
66870,1
66940,1
67590,1
67050,1
67160,1
67370,1
67450,1
67600,1
400083,1
67770,1
850796,1
68170,1
68230,1
67930,1
67950,1
67960,1
851472,1
68220,1
68030,1
851917,1
851525,1
68250,1
500113,1
