id,sentence
163760,oraec23-80
850787,oraec23-80
64360,oraec23-80
28250,oraec23-80
92560,oraec7-170
850787,oraec7-170
20030,oraec7-171
69320,oraec7-171
69330,oraec7-171
851809,oraec7-171
101670,oraec7-171
64360,oraec7-171
28250,oraec7-171
10030,oraec7-171
850009,oraec7-171
25170,oraec7-171
10130,oraec7-171
851809,oraec7-171
151860,oraec7-171
101670,oraec7-171
854746,oraec7-171
64360,oraec7-171
10030,oraec7-171
20030,oraec7-171
69320,oraec7-171
69330,oraec7-171
851809,oraec7-171
151860,oraec7-171
101670,oraec7-171
64360,oraec7-171
28250,oraec7-171
10030,oraec7-171
850009,oraec7-171
25170,oraec7-171
10130,oraec7-171
851809,oraec7-171
101670,oraec7-171
854746,oraec7-171
64360,oraec7-171
10030,oraec7-171
128320,oraec7-181
28250,oraec7-181
10060,oraec7-181
64360,oraec7-181
184630,oraec7-181
10050,oraec7-181
89850,oraec7-181
850794,oraec7-181
180130,oraec7-192
116140,oraec7-192
59880,oraec7-192
121030,oraec7-192
59880,oraec7-192
64360,oraec7-192
854495,oraec7-192
64360,oraec7-192
10050,oraec7-192
153630,oraec7-193
10130,oraec7-193
851428,oraec7-193
107510,oraec7-193
850787,oraec7-193
125510,oraec7-193
10030,oraec7-193
107500,oraec7-193
