id,sentence
850806,oraec19-128
21990,oraec19-128
31130,oraec19-128
851517,oraec19-128
23100,oraec19-128
168510,oraec19-128
173100,oraec19-128
84980,oraec19-128
400854,oraec19-128
66460,oraec19-128
858535,oraec19-128
64360,oraec19-128
64410,oraec19-218
107510,oraec267-35
91900,oraec267-35
858535,oraec267-35
64440,oraec21-311
10130,oraec21-311
20430,oraec21-311
81660,oraec21-311
851961,oraec21-311
147350,oraec21-311
91900,oraec21-311
854540,oraec21-311
851173,oraec21-311
850796,oraec21-311
34150,oraec21-311
851961,oraec21-311
70310,oraec21-311
10050,oraec21-311
21881,oraec158-12
10110,oraec158-12
138730,oraec158-12
21881,oraec81-125
10050,oraec81-125
107520,oraec81-125
851887,oraec81-125
38040,oraec81-125
138730,oraec81-125
650007,oraec113-52
10100,oraec113-52
138730,oraec113-52
108390,oraec113-52
850787,oraec113-52
104690,oraec113-52
10050,oraec113-52
64360,oraec113-52
23290,oraec113-52
851657,oraec113-52
650007,oraec113-120
47550,oraec113-120
850787,oraec113-120
854573,oraec113-120
81660,oraec113-120
129740,oraec113-120
10100,oraec113-120
107520,oraec113-120
10100,oraec113-120
107520,oraec113-120
38040,oraec113-120
856550,oraec113-120
65300,oraec113-120
66270,oraec113-120
10100,oraec113-120
94530,oraec113-120
850787,oraec113-120
854573,oraec113-120
121250,oraec113-120
10100,oraec113-120
64360,oraec113-120
76300,oraec113-120
850787,oraec113-120
88040,oraec113-120
88060,oraec113-120
600505,oraec113-120
126020,oraec113-120
600260,oraec113-120
851446,oraec839-18
47280,oraec839-18
119970,oraec839-18
850787,oraec839-18
121250,oraec839-18
851887,oraec839-18
65190,oraec839-18
76300,oraec839-18
10050,oraec839-18
850800,oraec839-18
79350,oraec839-18
10050,oraec839-18
107510,oraec839-18
10050,oraec839-18
38040,oraec839-18
23290,oraec839-18
10050,oraec839-18
58470,oraec839-18
21881,oraec112-125
10050,oraec112-125
107520,oraec112-125
851887,oraec112-125
38040,oraec112-125
138730,oraec112-125
650007,oraec156-22
10100,oraec156-22
138730,oraec156-22
108390,oraec156-22
850787,oraec156-22
104690,oraec156-22
10050,oraec156-22
107520,oraec156-22
23290,oraec156-22
10100,oraec156-22
650007,oraec156-89
47550,oraec156-89
850787,oraec156-89
854573,oraec156-89
81660,oraec156-89
129740,oraec156-89
10100,oraec156-89
107520,oraec156-89
10100,oraec156-89
38040,oraec156-89
856550,oraec156-89
66270,oraec156-89
10100,oraec156-89
94530,oraec156-89
850787,oraec156-89
854573,oraec156-89
10100,oraec156-89
64360,oraec156-89
76300,oraec156-89
850787,oraec156-89
88040,oraec156-89
88060,oraec156-89
400038,oraec156-89
32930,oraec156-89
87560,oraec156-89
116460,oraec156-89
77020,oraec156-89
164430,oraec156-89
600505,oraec156-89
126020,oraec156-89
600260,oraec156-89
400876,oraec156-89
851711,oraec156-89
38540,oraec156-89
21881,oraec192-129
10050,oraec192-129
107520,oraec192-129
851887,oraec192-129
38040,oraec192-129
138730,oraec192-129
851446,oraec347-21
47280,oraec347-21
119970,oraec347-21
400267,oraec347-21
850787,oraec347-21
121250,oraec347-21
851887,oraec347-21
65190,oraec347-21
76300,oraec347-21
10050,oraec347-21
850800,oraec347-21
79350,oraec347-21
10050,oraec347-21
107510,oraec347-21
10050,oraec347-21
38040,oraec347-21
23290,oraec347-21
10050,oraec347-21
58470,oraec347-21
650007,oraec530-65
47550,oraec530-65
850787,oraec530-65
854573,oraec530-65
81660,oraec530-65
129740,oraec530-65
10100,oraec530-65
107520,oraec530-65
38040,oraec530-65
856550,oraec530-65
65300,oraec530-65
66270,oraec530-65
10100,oraec530-65
94530,oraec530-65
81660,oraec530-65
850787,oraec530-65
121250,oraec530-65
123420,oraec530-65
10100,oraec530-65
64360,oraec530-65
76300,oraec530-65
850787,oraec530-65
88040,oraec530-65
88060,oraec530-65
600505,oraec530-65
126020,oraec530-65
400876,oraec530-65
851711,oraec530-65
38540,oraec530-65
